"Dateiname";"Unternehmensname_given";"Ort_given";"Unternehmensname_infile";"Ort_infile";"Dokumentendatum";"Dokumententyp";"JA_von";"JA_bis";"Anzahl_MA";"Eigenkapital";"Bilanzsumme";"Bilanzgewinn/verlust";"EK-Quote";"Nicht gedeckter Fehlbetrag";"Umsatzerlöse";"Bilanz_Aktiva";"Bilanz_Passiva"
"1cc GmbH_26.01.2018.html";"1cc GmbH";" Holzgerlingen";"1cc GmbH";"Holzgerlingen";"26.01.2018";"Jahresabschluss";"01.02.2016";"31.01.2017";"2. Mitarbeiter";"353104.69";"991550.59";"105088.55";"0.35611364015223873";"";"";"{'': '31.1.2017EUR', 'A. Anlagevermögen': 56907.09, 'I. Immaterielle Vermögensgegenstände': 651.0, 'II. Sachanlagen': 3933.0, 'III. Finanzanlagen': 52323.09, 'B. Umlaufvermögen': 909143.61, 'I. Forderungen und sonstige Vermögensgegenstände': 749704.35, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 159439.26, 'C. Rechnungsabgrenzungsposten': 25499.89, 'Bilanzsumme, Summe Aktiva': 991550.59}";"{'': '31.1.2017EUR', 'A. Eigenkapital': 353104.69, 'I. gezeichnetes Kapital': 25000.0, 'II. Kapitalrücklage': 25000.0, 'III. Bilanzgewinn': 303104.69, 'davon Gewinnvortrag': 132035.78, 'B. Rückstellungen': 421860.06, 'C. Verbindlichkeiten': 196335.84, 'D. Rechnungsabgrenzungsposten': 20250.0, 'Bilanzsumme, Summe Passiva': 991550.59}"
"1st solution consulting gmbh_02.02.2012.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"02.02.2012";"Jahresabschluss";"01.01.2010";"31.12.2010";"";"518714.62";"2589595.93";"643580.17";"0.2003071652958614";"";"";"{'': '', 'A. Ausstehende Einlagen': '', 'B. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 91756.0, 'II. Sachanlagen': 99671.0, 'III. Finanzanlagen': 317683.8, 'C. Umlaufvermögen': '', 'I. Vorräte': 272700.0, 'II. Forderungen und sonstige Vermögensgegenstände': 1560674.77, '- davon mit einer Restlaufzeit von mehr als einem Jahr in EUR: 119.805,04 (134.155,92)': '', 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 77887.36, 'D. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'Kapitalrücklage': '', 'II. Bilanzgewinn': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 1.880.192,31 (633.934,06)': ''}"
"1st solution consulting gmbh_02.04.2014.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"02.04.2014";"Jahresabschluss";"01.01.2012";"31.12.2012";"Die außerordentlichen Aufwendungen betreffen eine Wertberichtigung auf Forderungen gegen einen mittlerweile ausgeschiedenen Arbeitnehmer.";"1292370.44";"16786785.43";"11800730.76";"0.07698736874841915";"";"";"{'': 'EUR', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', '1. entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': '', 'II. Sachanlagen': '', '1. andere Anlagen, Betriebs- und Geschäftsausstattung': '', 'III. Finanzanlagen': '', '1. Beteiligungen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', '1. Forderungen gegen verbundene Unternehmen': 438378.32, '- davon mit einer Restlaufzeit von mehr als einem Jahr in EUR: 0,00 (879.771,97)': '', '2. übrige Forderungen und sonstige Vermögensgegenstände': 14497014.36, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'SUMME AKTIVA': ''}";"{'': 'EUR', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag': '', 'III. Jahresüberschuss': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', '1. Verbindlichkeiten gegenüber Kreditinstituten': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 61.425,38 (0,00)': '', '2. Verbindlichkeiten gegenüber verbundenen Unternehmen': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 3.239.355,60 (2.016.809,34)': '', '3. übrige Verbindlichkeiten': '', '- davon aus Steuern in EUR: 644.954,43 (380.438,58)': '', '- davon im Rahmen der sozialen Sicherheit in EUR: 32.470,31 (36.590,76)': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 11.561.536,01 (2.423.466,50)': '', 'SUMME PASSIVA': ''}"
"1st solution consulting gmbh_05.09.2014.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"05.09.2014";"Jahresabschluss";"01.01.2013";"31.12.2013";"Mitarbeiter";"1100345.36";"21563060.65";"4776275.22";"0.051029182631362684";"";"";"{'': 'EUR', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', '1. entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': '', 'II. Sachanlagen': '', '1. andere Anlagen, Betriebs- und Geschäftsausstattung': '', 'III. Finanzanlagen': '', '1. Beteiligungen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', '1. Forderungen gegen verbundene Unternehmen': 1358100.59, '2. übrige Forderungen und sonstige Vermögensgegenstände': 15788968.12, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'SUMME AKTIVA': ''}";"{'': 'EUR', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag': '', 'III. Jahresüberschuss': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', '1. Verbindlichkeiten gegenüber Kreditinstituten': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 500.000,00 (61.425,38)': '', '2. Verbindlichkeiten gegenüber verbundenen Unternehmen': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 4.517.216,08 (3.239.355,60)': '', '3. übrige Verbindlichkeiten': '', '- davon aus Steuern in EUR: 844.664,13 (644.954,43)': '', '- davon im Rahmen der sozialen Sicherheit in EUR: 43.310,90 (32.470,31)': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 14.965.578,13 (11.561.536,01)': '', 'SUMME PASSIVA': ''}"
"1st solution consulting gmbh_08.03.2013.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"08.03.2013";"Jahresabschluss";"01.01.2011";"31.12.2011";"";"432303.83";"4986054.67";"2396458.74";"0.08670258523258431";"";"";"{'': '', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 101985.0, 'II. Sachanlagen': 167823.0, 'III. Finanzanlagen': 317683.8, 'B. Umlaufvermögen': '', 'I. Vorräte': 978500.0, 'II. Forderungen und sonstige Vermögensgegenstände': 3219259.65, '- davon mit einer Restlaufzeit von mehr als einem Jahr in EUR: 0,00 (119.805,04)': '', 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 142862.05, 'C. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag': '', 'III. Jahresüberschuss': '', 'IV. Bilanzgewinn': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 4.440.275,84 (1.880.192,31)': ''}"
"1st solution consulting gmbh_08.11.2018.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"08.11.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"Mitarbeiter";"10895180.58";"32138350.14";"-5102259.01";"0.3390087086779122";"";"84339601.05";"{'': '', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': '', 'II. Sachanlagen': '', 'Andere Anlagen, Betriebs- und Geschäftsausstattung': '', 'III. Finanzanlagen': '', '1. Anteile an verbundenen Unternehmen': 119.76, '2. Beteiligungen': 500.0, '3. Ausleihungen an verbundene Unternehmen': 0.0, 'B. Umlaufvermögen': '', 'I. Vorräte': '', '1. Unfertige Leistungen': 6911260.4, '2. Erhaltene Anzahlungen': -6236451.9, '3. Geleistete Anzahlungen': 51676.72, 'II. Forderungen und sonstige Vermögensgegenstände': '', '1. Forderungen aus Lieferungen und Leistungen': 23187998.73, '2. Forderungen gegen verbundene Unternehmer': 80899.61, '3. Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 498570.64, '4. Sonstige Vermögensgegenstände': 803714.83, 'III. Kassenbestand und Guthaben bei Kreditinstituten': '', 'C. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Bilanzgewinn': '', 'B. Rückstellungen': '', '1. Steuerrückstellungen': '', '2. Sonstige Rückstellungen': '', 'C. Verbindlichkeiten': '', '1. Verbindlichkeiten aus Lieferungen und Leistungen': '', '2. Verbindlichkeiten gegenüber verbundenen Unternehmen': '', '- vollständig aus Lieferungen und Leistungen -': '', '3. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht': '', '4. Sonstige Verbindlichkeiten': '', '- davon aus Steuern TEUR 391 (i. Vj. TEUR 223)-': '', '- davon im Rahmen der sozialen Sicherheit TEUR 1 (i. Vj. TEUR 0)-': ''}"
"1st solution consulting gmbh_09.07.2010.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"09.07.2010";"Jahresabschluss";"01.07.2008";"30.06.2009";"";"766136.38";"1809785.52";"362823.09";"0.4233299313832503";"";"";"{'': '', 'A. Ausstehende Einlagen': '', 'B. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 91993.0, 'II. Sachanlagen': 80695.0, 'III. Finanzanlagen': 317683.8, 'C. Umlaufvermögen': '', 'I. Vorräte': 323800.0, 'II. Forderungen und sonstige Vermögensgegenstände': 586668.1, '- davon mit einer Restlaufzeit von mehr als einem Jahr in EUR: 266.970,63 (243.677,50)': '', 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 343280.32, 'D. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag / Verlustvortrag': '', 'III. Jahresüberschuss': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 460.038,83 (514.824,44)': ''}"
"1st solution consulting gmbh_12.07.2010.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"12.07.2010";"Jahresabschluss";"01.07.2009";"31.12.2009";"";"768816.93";"1946015.76";"136230.24";"0.39507230403930543";"";"";"{'': '', 'A. Ausstehende Einlagen': '', 'B. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 109955.0, 'II. Sachanlagen': 127350.0, 'III. Finanzanlagen': 317683.8, 'C. Umlaufvermögen': '', 'I. Vorräte': 420700.0, 'II. Forderungen und sonstige Vermögensgegenstände': 539645.25, '- davon mit einer Restlaufzeit von mehr als einem Jahr in EUR : 134.155,92 (266.970,63)': '', 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 140504.41, 'D. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag / Verlustvortrag': '', 'III. Jahresüberschuss': '', 'IV. Bilanzgewinn': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR : 633.934,06 (460.038,83)': ''}"
"1st solution consulting gmbh_14.06.2016.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"14.06.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"Die 1st Solution Consulting GmbH (nachfolgend „1st Solution“ genannt) ist ein Unternehmen der IT-Consulting-Branche, spezialisiert auf Rekrutierung, Vermittlung und Steuerung sowohl eigener als auch freiberuflicher IT-Experten bzw. Experten in Arbeitnehmerüberlassung, wobei unser Kerngeschäft in der Vermittlung freiberuflicher IT-Fachleuten liegt. Dabei vermitteln wir Spezialisten an Kunden, welchen die internen Ressourcen oder spezielles Know-how fehlen. Diese hoch qualifizierten IT-Fachleute sind ein wichtiger Flexibilisierungsfaktor, welcher es den Kunden ermöglicht, das externe Know-how zeitweise zu nutzen oder insgesamt mehr Flexibilität in der Mitarbeiterstruktur zu erreichen.";"7403014.02";"36428537.53";"4647487.15";"0.2032201818122233";"";"115861514.33";"{'': 36428537.53, 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': 176887.92, 'II. Sachanlagen': '', 'Andere Anlagen, Betriebs- und Geschäftsausstattung': 284693.68, 'III. Finanzanlagen': '', '1. Anteile an verbundenen Unternehmen': 50.0, '2. Beteiligungen': 500.0, '3. Ausleihungen an verbundene Unternehmen': 400000.0, 'B. Umlaufvermögen': '', 'I. Vorräte': '', '1. Unfertige Leistungen': 6941553.13, '2. Erhaltene Anzahlungen': -3933568.23, '3. Geleistete Anzahlungen': 179041.94, 'II. Forderungen und sonstige Vermögensgegenstände': '', '1. Forderungen aus Lieferungen und Leistungen': 27426873.62, '2. Forderungen gegen verbundene Unternehmen': 564786.61, '3. Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 0.0, '4. Sonstige Vermögensgegenstände': 98286.37, 'III. Kassenbestand und Guthaben bei Kreditinstituten': 4188931.49, 'C. Rechnungsabgrenzungsposten': 100501.0}";"{'': 36428537.53, 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': 76000.0, 'II. Bilanzgewinn': 7327014.02, 'B. Rückstellungen': '', '1. Steuerrückstellungen': 2198952.63, '2. Sonstige Rückstellungen': 9936640.98, 'C. Verbindlichkeiten': '', '1. Verbindlichkeiten aus Lieferungen und Leistungen': 14821215.18, '2. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 1749126.08, '- vollständig aus Lieferungen und Leistungen -': '', '3. sonstige Verbindlichkeiten': 319588.64, '- davon aus Steuern TEUR 255 (i. Vj. TEUR 667) -': ''}"
"1st solution consulting gmbh_21.07.2015.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"21.07.2015";"Jahresabschluss";"01.01.2014";"31.12.2014";"Mitarbeiter";"345345.36";"34398786.66";"12835726.01";"0.010039463409375964";"";"73325835.36";"{'': '31.12.2014EUR', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', '1. entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': '', 'II. Sachanlagen': '', '1. andere Anlagen, Betriebs- und Geschäftsausstattung': '', 'III. Finanzanlagen': '', '1. Beteiligungen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', '1. unfertige Erzeugnisse, unfertige Leistungen': 5643156.41, '2. geleistete Anzahlungen': 678135.52, 'II. Forderungen und sonstige Vermögensgegenstände': '', '1. Forderungen aus Lieferungen und Leistungen': 21491738.79, '2. Forderungen gegen verbundene Unternehmen': 310731.4, '3. sonstige Vermögensgegenstände': 1883791.02, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'SUMME AKTIVA': ''}";"{'': '31.12.2014EUR', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Gewinnvortrag / Verlustvortrag': '', 'III. Jahresüberschuss davon durch Verschmelzung in EUR: 2.163.787,92 ( 2.167.081,85)': '', 'B. Rückstellungen': '', '1. Steuerrückstellungen': 408985.19, '2. sonstige Rückstellungen': 609785.0, 'C. Verbindlichkeiten': '', '1. Verbindlichkeiten gegenüber Kreditinstituten': 0.0, '2. erhaltene Anzahlungen auf Bestellungen': 2617736.28, '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 2.617.736,28 (345.621,00)': '', '3. Verbindlichkeiten aus Lieferungen und Leistungen': 24284135.38, '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 24.284.135,38 (13.831.785,54)': '', '4. Verbindlichkeiten gegenüber verbundenen Unternehmen': 1841040.16, '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 1.841.040,16 (2.822.358,17)': '', '5. sonstige Verbindlichkeiten': 666617.07, '- davon aus Steuern in EUR: 615.011,12 (868.822,85)': '', '- davon im Rahmen der sozialen Sicherheit in EUR: 4.105,51 (43.310,90)': '', '- davon mit einer Restlaufzeit bis zu einem Jahr in EUR: 666.617,07 (1.028.197,76)': '', 'SUMME PASSIVA': ''}"
"1st solution consulting gmbh_23.08.2019.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"23.08.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Mitarbeiter";"8885529.86";"29229099.9";"-2909250.24";"0.3039960139176232";"";"92563446.41";"{'': '', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': '', 'II. Sachanlagen': '', 'Andere Anlagen, Betriebs- und Geschäftsausstattung': '', 'III. Finanzanlagen': '', '1. Anteile an verbundenen Unternehmen': 119.76, '2. Beteiligungen': 500.0, 'B. Umlaufvermögen': '', 'I. Vorräte': '', '1. Unfertige Leistungen': 3220937.33, '2. Erhaltene Anzahlungen': -3220937.33, '3. Geleistete Anzahlungen': 145982.68, 'II. Forderungen und sonstige Vermögensgegenstände': '', '1. Forderungen aus Leistungen': 24883753.53, '2. Forderungen gegen verbundene Unternehmen': 913545.29, '3. Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 7414.88, '4. Sonstige Vermögensgegenstände': 995527.74, 'III. Kassenbestand und Guthaben bei Kreditinstituten': '', 'C. Rechnungsabgrenzungsposten': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Bilanzgewinn': '', 'B. Rückstellungen': '', '1. Steuerrückstellungen': '', '2. Sonstige Rückstellungen': '', 'C. Verbindlichkeiten': '', '1. Erhaltene Anzahlungen auf Bestellungen': '', '2. Verbindlichkeiten aus Lieferungen und Leistungen': '', '3. Verbindlichkeiten gegenüber verbundenen Unternehmen': '', '- vollständig aus Lieferungen und Leistungen -': '', '4. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht': '', '5. Sonstige Verbindlichkeiten': '', '- davon aus Steuern TEUR 977 (i. Vj. TEUR 391)-': '', '- davon im Rahmen der sozialen Sicherheit TEUR 10 (i. Vj. TEUR 1)-': ''}"
"1st solution consulting gmbh_27.07.2017.html";"1st solution consulting gmbh";" Darmstadt";"1st Solution Consulting GmbH";"Düsseldorf";"27.07.2017";"Jahresabschluss";"01.01.2016";"31.12.2016";"Mitarbeiter";"10650879.9";"37420609.15";"992071.62";"0.28462604275911424";"";"1168.51";"{'': 37240609.15, 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': 171491.54, 'II. Sachanlagen': '', 'Andere Anlagen, Betriebs- und Geschäftsausstattung': 389788.25, 'III. Finanzanlagen': '', '1. Anteile an verbundenen Unternehmen': 119.76, '2. Beteiligungen': 500.0, '3. Ausleihungen an verbundene Unternehmen': 600000.0, 'B. Umlaufvermögen': '', 'I. Vorräte': '', '1. Unfertige Leistungen': 4755130.18, '2. Erhaltene Anzahlungen': -2354232.39, '3. Geleistete Anzahlungen': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': '', '1. Forderungen aus Lieferungen und Leistungen': 28986273.72, '2. Forderungen gegen verbundene Unternehmen': 969798.88, '3. Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 595307.5, '4. Sonstige Vermögensgegenstände': 190207.29, 'III. Kassenbestand und Guthaben bei Kreditinstituten': 2720588.52, 'C. Rechnungsabgrenzungsposten': 215635.9}";"{'': 37420609.15, 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': 76000.0, 'II. Bilanzgewinn': 10574879.9, 'B. Rückstellungen': '', '1. Steuerrückstellungen': 3598451.31, '2. Sonstige Rückstellungen': 9734049.89, 'C. Verbindlichkeiten': '', '1. Verbindlichkeiten aus Lieferungen und Leistungen': 12507916.66, '2. Verbindlichkeiten gegenüber verbundenen Unternehmen': 120737.9, '- vollständig aus Lieferungen und Leistungen -': '', '3. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 299160.77, '4. sonstige Verbindlichkeiten': 329412.72, '- davon aus Steuern TEUR 223 (i. Vj. TEUR 255) -': ''}"
"2 locate GmbH_16.12.2019.html";"2 locate GmbH";" Bad Nauheim";"2 locate GmbH";"Bad Nauheim";"16.12.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 27.";"434625.59";"707148.72";"430427.9";"0.6146169507313822";"";"";"{'A. Anlagevermögen': 5107.0, 'I. Immaterielle Vermögensgegenstände': 0.0, 'II. Sachanlagen': 5107.0, 'B. Umlaufvermögen': 699566.72, 'I. Forderungen und sonstige Vermögensgegenstände': 423429.28, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 276137.44, 'C. Rechnungsabgrenzungsposten': 2475.0, 'Bilanzsumme, Summe Aktiva': 707148.72}";"{'A. Eigenkapital': 434625.59, 'I. gezeichnetes Kapital': 29375.0, 'II. Kapitalrücklage': 358125.0, 'III. Verlustvortrag': 217923.9, 'IV. Jahresüberschuss': 265049.49, 'B. Rückstellungen': 45670.21, 'C. Verbindlichkeiten': 226852.92, 'Bilanzsumme, Summe Passiva': 707148.72}"
"2 locate GmbH_27.02.2015.html";"2 locate GmbH";" Bad Nauheim";"2 locate GmbH";"Bad Homburg v. d. Höhe";"27.02.2015";"Jahresabschluss";"01.01.2013";"31.12.2013";"Die Gesellschaft beschäftigte im Geschäftsjahr einen Mitarbeiter.";"14991.66";"197983.78";"-41902.65";"0.07572165760245612";"";"";"{'A. Anlagevermögen': 114423.3, 'I. Immaterielle Vermögensgegenstände': 113660.3, 'II. Sachanlagen': 763.0, 'B. Umlaufvermögen': 82922.98, 'I. Vorräte': 4500.0, 'II. Forderungen und sonstige Vermögensgegenstände': 42790.63, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 1399.5, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 35632.35, 'C. Rechnungsabgrenzungsposten': 637.5, 'Bilanzsumme, Summe Aktiva': 197983.78}";"{'A. Eigenkapital': 14991.66, 'I. gezeichnetes Kapital': 25000.0, 'II. Kapitalrücklage': 267500.0, 'III. Verlustvortrag': 65044.09, 'IV. Jahresfehlbetrag': 212464.25, 'B. Rückstellungen': 23405.06, 'C. Verbindlichkeiten': 159587.06, 'davon mit Restlaufzeit bis 1 Jahr': 9587.06, 'Bilanzsumme, Summe Passiva': 197983.78}"
"2-IT GmbH_02.03.2012.html";"2-IT GmbH";" Puchheim";"2-IT GmbH";"Olching";"02.03.2012";"Jahresabschluss";"01.01.2010";"31.12.2010";"";"0";"395898.4";"-21483.31";"-0.08277934439745147";"32772.21";"";"{'': 'Gesamtjahr/StandEuro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 646.29, 'II. Sachanlagen': 41788.65, 'B. Umlaufvermögen': '', 'I. Vorräte': 11264.0, 'II. Forderungen und sonstige Vermögensgegenstände': 302084.85, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 557.17, 'C. Rechnungsabgrenzungsposten': 6785.22, 'D. Nicht durch Eigenkapital abgedecketer Fehlbetrag': 32772.21, 'Saldo Klasse 9': 0.01, 'Sonstige Aktiva': 0.0, 'Summe Aktiva': 395898.4}";"{'': 'Gesamtjahr/StandEuro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': 25564.59, 'II. Kapitalrücklage': 540.71, 'III. Verlustvortrag': -17852.3, 'IV. Jahresfehlbetrag': -41025.21, 'nicht gedeckter Fehlbetrag': 32772.21, 'buchmäßiges Eigenkapital': 0.0, 'B. Rückstellungen': 14812.15, 'C. Verbindlichkeiten': 381086.25, 'D. Rechnungsabgrenzungsposten': 0.0, 'Summe Passiva': 395898.4}"
"2-IT GmbH_04.01.2013.html";"2-IT GmbH";" Puchheim";"2-IT GmbH";"Olching";"04.01.2013";"Jahresabschluss";"01.01.2011";"31.12.2011";"";"0";"362337.86";"-33560.54";"-0.07711355363196107";"27941.16";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'D. Nicht durch Eigenkapital abgedecketer Fehlbetrag': '', 'Saldo Klasse 9': '', 'Sonstige Aktiva': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Kapitalrücklage': '', 'III. Verlustvortrag': '', 'IV. Jahresüberschuss': '', 'nicht gedeckter Fehlbetrag': '', 'buchmäßiges Eigenkapital': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
