,Unternehmen,Insolvent,In dnb,Mitarbeiter,Umsatz,Datum,ReviewRating,Anstellung,Bereich,ReviewTitel,Was macht dein Arbeitgeber in Corona-Zeiten gut?,Was macht dein Arbeitgeber in Corona-Zeiten nicht gut?,Was sollte dein Unternehmen in Corona-Zeiten (anders) machen?,Wofür möchtest du deinen Arbeitgeber im Umgang mit der Corona-Situation loben?,Was macht dein Arbeitgeber im Umgang mit der Corona-Situation nicht gut?,Wo siehst du Chancen für deinen Arbeitgeber mit der Corona-Situation besser umzugehen?,Wie kann dich dein Arbeitgeber im Umgang mit der Corona-Situation noch besser unterstützen?,Gut am Arbeitgeber finde ich,Schlecht am Arbeitgeber finde ich,Verbesserungsvorschläge,Arbeitsatmosphäre_s,Arbeitsatmosphäre,Image_s,Image,Work-Life-Balance_s,Work-Life-Balance,Karriere/Weiterbildung_s,Karriere/Weiterbildung,Gehalt/Sozialleistungen_s,Gehalt/Sozialleistungen,Umwelt-/Sozialbewusstsein_s,Umwelt-/Sozialbewusstsein,Kollegenzusammenhalt_s,Kollegenzusammenhalt,Umgang mit älteren Kollegen_s,Umgang mit älteren Kollegen,Vorgesetztenverhalten_s,Vorgesetztenverhalten,Arbeitsbedingungen_s,Arbeitsbedingungen,Kommunikation_s,Kommunikation,Gleichberechtigung_s,Gleichberechtigung,Interessante Aufgaben_s,Interessante Aufgaben
10,Prosol IT GmbH,Nein,Ja,3,0.83,2016-06-29T00:00:00+00:00,"3,8",Angestellte/r oder Arbeiter/in,,zuverlässig und vertrauenswürdig,,,,,,,,freundliches team in jeder filiale,streßig und un flexibele arbeitszeiten,,4.0,,4.0,,4.0,,3.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,3.0,,4.0,,4.0,
11,Prosol IT GmbH,Nein,Ja,3,0.83,2016-06-16T00:00:00+00:00,"3,8",Angestellte/r oder Arbeiter/in,,es ist ein guter zuverlässiger arbeitgebeer,,,,,,,,betriebsklima ist gut netter vorgesetzter,feste arbeitszeiten samstags arbeit machmal unflexibel,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,3.0,,3.0,,4.0,,4.0,,4.0,,4.0,,4.0,
12,Prosol IT GmbH,Nein,Ja,3,0.83,2013-05-09T00:00:00+00:00,"5,0",Ex-Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,Ideal für Alleingänger,,,,,,,,"Möglichkeit, selbstständig zu arbeitenVertrauen von Vorgesetzten an PersonalGute Organisation von Projekten",,,5.0,man arbeitet bei den Kunden vor Ort,5.0,,5.0,,5.0,Kurse/Weiterbildung sind wilkommen,5.0,,5.0,,5.0,"Obwohl alle Kollegen in unterschiedlichen Projekten sind, durch gemeinsamen Treffen und anderen Kommunikationsmittel hat man das Gefühl, man ist nicht allein. Alle Kollegen sind sehr nett",5.0,,5.0,"Die Vorgesetzten sind alle sehr freundlich, fair und haben professionelen Umgang mit Personal. Dialog wird bevorzügt, habe noch keine Konfliktsituation erlebt.",5.0,man arbeitet bei den Kunden vor Ort,5.0,Die Kommunikation mit Kollegen und Vorgesetzten ist immer sehr freundlich und angenehm,5.0,,5.0,"Projekte werden individuell zugeordnet und die Mitarbeiter werden regelmäßig gefragt, ob es Ihnen in Projekten gut geht, ob die Aufgaben gefallen"
13,Glöckle direct GmbH,Nein,Ja,156,23.54,2020-04-18T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,Bessere Kommunikation durch Corona,,,,"Schnelles Handeln und Umsetzung, gute Kommunikation",Kann nur Loben,,Austattung Firmen Geräte statt private Anschaffung,,,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,,4.0,,5.0,
14,Glöckle direct GmbH,Nein,Ja,156,23.54,2020-02-17T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,starkes Familienunternehmen im Ländle,,,,,,,,"Flexible Arbeitszeit, Kollegenzusammenhalt, Sozialleistungen, technisch moderner Arbeitsplatz, Betriebsfeiern, offene Kommunikation zum Mitarbeiter. Mitarbeiter Parkplatz mitten in Bad Cannstatt, auch außerhalb der Öffnungszeiten nutzbar.","Es wurden in den vergangenen Jahren teilweise keine Lohnerhöhungen durchgeführt. Es gab Einmalzahlungen was für die Rente und die Motivation eine Katastrophe war. Das war in 2019 nicht der Fall, daher gibt es hier nichts zu meckern.",Weiterhin das offene Ohr zum Mitarbeiter pflegen.Hund am Arbeitsplatz fände ich TOP.,5.0,Die Arbeitsatmosphäre ist prima. In der IT gibt es genügend Abwechslung.,5.0,"Klar gibt es natürlich den einen oder anderen der meckert. Bezogen aber auf Glöckle-direct,ist das Image meiner Meinung nach voll in Ordnung.",5.0,"Aufgrund der Gleitzeitregelung ist man hier sehr flexibel. Mal kurzfristig einen Tag Gleitzeit machen oder 1/2 Tag früher gehen,absolut kein Problem. Stehen Wichtige Projekte an, bleibt man natürlich auch mal Länger.",5.0,"Bei Interesse ist auf jeden Fall die Möglichkeit der Weiterbildung gegeben.Eine Karriereleiter nach Oben ist natürlich auch möglich, allerdings hängt dies stark vom Arbeitsplatz ab. Bei manchen Stellen gibt es einfach keine Karrieremöglichkeit. Dies ist aber transparent.",5.0,"Die Gehälter sind in Ordnung. Entsprechende Sozialleistungen werden angeboten. Essens-, Fahrtgeld- und Heimarbeitsplatzzuschuss werden bezahlt. Firmenrente, Gehaltsumwandlung sowie Überstundenauszahlung sind möglich, je nach Betriebszugehörigkeit.",5.0,"Es findet überall eine Mülltrennung (Papier, Gelber Sack, Restmüll) statt. Auch gibt es eine Altbatterienentsorgung im Haupthaus. Umweltbewußtsein ist auf jeden Fall vorhanden.",5.0,Es ist wie in einer großen Familie. Der Kollegenzusammenhalt ist bombig.,5.0,Wie in einer Familie gehören die älteren hier genauso dazu.,5.0,Kommunikation ist alles. Beruht sich auf Gegenseitigkeit.,5.0,Die Computer sind aktuell und ausreichend schnell. Security und Patchmanagement wird groß geschrieben. Es gibt höhenverstellbare Tische. Möglichkeiten im stehen zu arbeiten.,5.0,Die Kommunikation innerhalb der Gruppe und mit der Geschäftsführung ist Top. Die Teamleiter besprechen sich regelmäßig mit der oberen Etage. Die Teamleiter tauschen sich mit den Mitarbeiter mindestens wöchentlich aus.,5.0,Soweit werden alle Gleich behandelt. In der IT gibt es Männlein wie Weiblein.,5.0,In der IT gibt es immer was neues. Interessante Aufgaben gehören hier genauso dazu.
15,Glöckle direct GmbH,Nein,Ja,156,23.54,2019-10-17T00:00:00+00:00,"1,8",Ex-Angestellte/r oder Arbeiter/in,,"Kollegen-Zusammenhalt super. ""Management/Führungsebene"" ist eine Katastrophe!",,,,,,,,"Fahrtkostenerstattung, Urlaubs- und Weihnachtsgeld, Kollegen-Zusammenhalt","Missmanagement, Verhalten einiger Vorgesetzten, leere Versprechungen, Arbeitsplatzausstattung, Gehalt uvm.","Missmanagement muss dringend bereinigt werden, man sollte einige Positionen und auch die Besetzung der Positionen überdenken. Modern Workplace einführen. Transparenz der Geschäftszahlen einführen, dass auch Mitarbeiter Entscheidungen der Geschäftsführung nachvollziehen können. Gerechte Gehälter!",2.0,"Unter Kollegen super, man muss dennoch aufpassen mit wem man redet!",1.0,"In einigen Abteilungen sind die Mitarbeiter überfordert, in anderen werden Mitarbeiter für die Anwesenheit bezahlt. Unzufriedenheit im ganzen Unternehmen spürbar und hörbar! Das Image ist mehr Schein als Sein, man versucht durch alte Geschichten zu glänzen.",3.0,Überstunden können mit Freizeit abgebaut werden!,1.0,"Interne Unterstützung durch Trainer und Schulungen sind gut, leider wurde dies immer weniger mit der Zeit! Es wird viel versprochen und wenig gehalten! Wichtiger Tipp: Alle Versprechungen im Bereich Karriere, Weiterbildung, Gehaltsentwicklung schriftlich geben lassen!",1.0,"Der Gehalt ist eine Frechheit. Arbeitsjahre zählen mehr wie Arbeitsleistung! Mitarbeiter werden unterbezahlt, keine Gleichberechtigung! Missmanagement spiegelt sich hier auch wieder! Den einen Stern vergebe ich für Fahrtkostenerstattung, Urlaub und Weihnachtsgeld.",1.0,"Es ist erschreckend. Das Unternehmen macht sich aus meiner Sicht keine Gedanken um die Umwelt. Es sind keine Projekte bekannt, in Planung.",4.0,Im Team/Abteilung super Zusammenarbeit/Zusammenhalt.,3.0,Ist ganz okay.,1.0,"Man muss darauf achten, was man in Meetings sagt. Management-Position glänzen durch Missmanagement und falscher Besetzung!",2.0,"Modern Workplace ist hier ein Fremdwort! Ausstattung (PC) ganz okay, der Rest ist ziemlich in die Jahre gekommen. Räumlichkeiten sind eher aus der Vergangenheit und es wird zuerst in falsche Bereiche investiert, bevor man es in die notwendigen Bereiche investieren würde.",1.0,"Keine Transparenz! Weder intern, noch extern! Geschäftszahlen werden totgeschwiegen! Keine Motivation von der Geschäftsführung nicht spürbar, keine Ziele/Marschrichtung wohin das Unternehmen gehen möchte!",2.0,"Im Team super gewesen, von höheren Vorgesetzten eine Katastrophe!",2.0,"Verschiedene Aufgaben sorgten für Abwechslung, leider bleiben Geschäftsideen vom Management unbeantwortet und andere glänzen Jahre später mit fast identischen Ideen."
16,Glöckle direct GmbH,Nein,Ja,156,23.54,2019-10-04T00:00:00+00:00,"3,4",Ex-Angestellte/r oder Arbeiter/in,,Kundenbetreuung,,,,,,,,Man achtet sehr auf das gesetzestreue Verhalten,"Keine Kommunikation der Vorgesetzen. Verbesserungsvorschläge werden im Keim erstickt, da man dann ja etwas zum nächst höheren Vorgesetzten kommunizieren müsste und mehr Arbeit hätte.","Verbesserungsvorschläge annehmen bzw. zumindest überdenken und nicht kategorisch ablehnen. Nichts schlägt so stark wie das Herz eines Freiwilligen. Daher auch annehmen, wenn sich jemand bereit erklärt extra Wege zu gehen.",3.0,,4.0,,4.0,,2.0,,3.0,,5.0,,4.0,,4.0,,2.0,,3.0,,3.0,,3.0,,4.0,
17,Glöckle direct GmbH,Nein,Ja,156,23.54,2019-09-27T00:00:00+00:00,"5,0",Ex-Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,Top Unternehmen mit super Arbeitsatmosphäre,,,,,,,,Man wird wie in einer Familie behandelt.,,"Ich kann lediglich zu mehr mobilen Geräten für die Mitarbeiter raten, damit die Arbeit nicht stetig im Haupthaus auszuführen ist.",5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
18,Glöckle direct GmbH,Nein,Ja,156,23.54,2019-04-10T00:00:00+00:00,"3,3",Ex-Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,"Ganz gut, aber das war es dann",,,,,,,,"Pünktliches Gehalt. Urlaubs- und Weihnachtsgeld, Fahrtkostenzuschuss, Essenszuschuss, Mitarbeiterparkplatz, moderne Arbeitsplätze.",Man ist nur eine Nummer und muss machen was einem gesagt wird. Verbesserungsvorschläge werden im Keim erstickt.,"Man sagt immer, dass man sich für die Interessen der Mitarbeiter interessiert, aber es ändert sich nichts. Man muss damit leben wie es ist.",4.0,,4.0,,4.0,,1.0,,3.0,,4.0,,3.0,,3.0,,3.0,,4.0,,3.0,,4.0,,3.0,
19,Glöckle direct GmbH,Nein,Ja,156,23.54,2018-09-10T00:00:00+00:00,"4,2",Ex-Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,Familienunternehmen mit guten Ansätzen,,,,,,,,,,,4.0,,4.0,,5.0,,4.0,,3.0,Sozialleistungen sehr gut,5.0,,4.0,,5.0,,3.0,,5.0,,3.0,,5.0,,4.0,
20,Glöckle direct GmbH,Nein,Ja,156,23.54,2017-11-27T00:00:00+00:00,"2,8",Angestellte/r oder Arbeiter/in,,"Markttendenzen und Verbesserungsvorschläge werden ignoriert, Executive hat Judikative zu akzeptieren, Punkt!",,,,,,,,,,,3.0,,3.0,,4.0,,1.0,,3.0,,1.0,"Nach außen gut, intern schlech!",2.0,Funktioniert nur innerhab der Abteilungen,4.0,,2.0,Mehr Schein als Sein!,3.0,,2.0,,4.0,,4.0,
21,Glöckle direct GmbH,Nein,Ja,156,23.54,2016-03-08T00:00:00+00:00,"3,0",Angestellte/r oder Arbeiter/in,Marketing / Produktmanagement gearbeitet.</span></div>,Es wird leider viel Potential verschenkt,,,,,,,,,,,2.0,Alle gehen höflich und respektvoll um. Man sollte aber aufpassen was man in Meetings sagt.,4.0,,4.0,"Keine Überstunden, Urlaub ist auch kein Problem. Auf Familie wird sehr Rücksicht genommen. Minuten genaue Stempelzeiten.",2.0,,4.0,"Urlaub und Weihnachtsgeld, Essenchecks, Fitnessstudio Beteiligung alles vorhanden.",4.0,,4.0,,4.0,,2.0,,2.0,"Klimaanlage, gute Beleuchtung, kostenloser Kaffee und Tee. Der Pc, das wichtigste Arbeitsmittel, ist eher alt und langsam.",2.0,"Könnte besser sein, die Kommunikation zwischen den Abteilungen funktioniert nur teilweise bis gar nicht. Aufgaben sind meistens nicht klar definiert.",3.0,,2.0,"Viele Meetings. Keine Prioritäten,es ist immer alles sehr sehr wichtig. Es fehlt ein Fahrplan für Projekte."
22,Glöckle direct GmbH,Nein,Ja,156,23.54,2014-06-05T00:00:00+00:00,"3,6",Führungskraft / Management,,Mittelständisches Familienunternehmen,,,,,,,,,,,4.0,"Allgemein gut, natürlich gibt es Unterschiede innerhalb von den Abteilungen",3.0,,5.0,"Gleitzeit, 38,5 Stunden Woche, auch längere unbezahlte Urlaube sind möglich",3.0,"Karriere innerhalb des Unternehmens schlecht möglich, aber man wird für Fortbildungen freigestellt und bekommt sie teilweise ganz bezahlt",3.0,,4.0,,4.0,Kollegen gehen höflich und respektvoll miteinander um. Gelegentliche Unstimmigkeiten kommen auch vor. Dort arbeiten schließlich auch Menschen und keine Maschinen.,4.0,,3.0,,4.0,"Gute Ausstattung, kostenloser Kaffee und Tee",3.0,,4.0,,3.0,Qualität der Arbeit ist eben abhängig von Abteilung und Fähigkeiten.
23,Freie Handelsagentur Meinrenken,Nein,Nein,,,2013-05-06T00:00:00+00:00,"5,0",Ex-Angestellte/r oder Arbeiter/in,,Auch best off!,,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
24,sbh west hamm,Nein,Nein,,,2019-04-27T00:00:00+00:00,"2,1",Angestellte/r oder Arbeiter/in,,Für Quereinsteiger/pädagogisch Ungelernte eine befriedigende Perspektive. Für Fachkräfte mit Selbstanspruch ungeeignet.,,,,,,,,"Die Arbeit ist inhaltlich einfach. Man muss keine Angst haben, Fehler zu machen, denn da Fachkräfte fehlen, wird der Vertrag selbst bei völliger Inkompetenz oder menschlichen Mängeln endlos verlängert (auch wenn anderes suggeriert wird, um die Folgsamkeit zu erhöhen)",,"Nicht nur für das Image und die TN-Pauschalen, sondern für die Menschen, die Kunden!, arbeiten.Führungskräfte mit Führungsqualitäten ausstatten und diese nicht überfordert und hilflos zurück lassen, denn auf diese Weise wird der persönliche Frust des Vorgesetzte nach unten weitergegeben und öffnet allerlei menschlichen Abarten im Team Tür und Tor.",2.0,"Durch die ausgeprägten Hierarchien spaltet sich das Team in die, die des Chefs Speichel lecken und ""die anderen"". Die linientreuen Mitarbeiter genießen Narrenfreiheit und dürfen sich ausdrücklich auch (vielleicht sogar erwünscht?) Verhaltensweisen leisten, die mit dem AGG unvereinbar sind.",1.0,"Für den Übergang in Ordnung. Wer hier zu lange bleibt, droht jeglichen Selbstanspruch zu verlieren (Umgang formt den Menschen) und sich den Lebenslauf zu verderben.Die SBH bietet Menschen ohne (pädagogische) Vorbildung und/oder mit erheblichen Mängeln in den Soft Skills die Möglichkeit, weiterhin am Arbeitsleben teilzunehmen, was für diese Menschen eine tolle, wenn nicht sogar die einzige Chance ist. Als Fachkraft mit professioneller und persönlicher Integrität muss einem klar sein, dass der Umgang mit diesen KollegInnen oftmals gleichsam herausfordernd ist wie der Umgang mit Kunden.",2.0,"Die Work-Life-Balance ist gut! Da Überstunden nicht gestattet sind und das digitale Arbeitszeitkonto auch dahingehend gefertigt ist, dass nur ein Minus verzeichnet werden kann und die EDV zu Dokumentationszwecken selten funktioniert, kommt man mit der Regelarbeitszeit sehr gut aus.",,,3.0,"Dafür, dass die Arbeit sehr einfach ist und geringe persönliche und fachliche Voraussetzungen erfordert, ist das Gehalt in Ordnung.",,,2.0,,,,1.0,"Ungebildet, charakterschwach, leicht kränkbar, unorganisiert, inhaltlich schnell überfordert, keine Führungsqualität, charakterlich deutliche Schwächen (cholerisch, narzisstisch, sexistisch), die in der Arbeit leider nicht gänzlich verborgen bleiben.Nichtsdestotrotz hat er das Beste aus seiner Biografie herausgeholt und ist für KundInnen mit durchbrochener oder gescheiterter Bildungs-/Berufsbiografie damit ein Vorbild, sich selbst nicht aufzugeben und an das eigene Können zu glauben, auch wenn andere dies nicht tun.",1.0,"EDV und Mobiliar sind veraltet und mehr als verbraucht, zu einem nicht geringen Anteil auch nicht funktionsfähig.",2.0,"Ungerichtet, unergiebig, oft nur Selbstdarstellung/ ""fürs Protokoll"".Der durch den Vorgesetzten vorgelebte Kommunikationsstil entspricht seiner Herkunft als einfacher Mensch aus der Bauernschaft, was ihm im Umgang mit den Kunden, insbesondere jenen aus bildungsfernen Schichten, sicher hilft.Die Kommunikation mit dem Jobcenter als Auftraggeber geschieht nur durch Vorgesetzte bzw. unter Aufsicht des Vorgesetzten, damit der Informationsfluss hier aktiv und imagefreundlich gelenkt werden kann.",,,5.0,"Es geht bei der Maßnahmeabwicklung vorrangig um Außenwirkung, Imagepflege und Prüfsicherheit. Deswegen ist man bei der inhaltlichen Ausgestaltung der pädagogischen Arbeit sehr frei, kann eigene Ideen verwirklichen und angemessen auf die individuellen Bedürfnisse der Kunden eingehen."
25,dr. odin gmbh,Nein,Ja,12,1.7,2020-06-22T00:00:00+00:00,"4,1",Angestellte/r oder Arbeiter/in,,Familienunternehmen mit langfristiger Perspektive,,,,,,,,,,,4.0,,5.0,Beratungsunternehmen hat in der FM-Branche guten Ruf,3.0,"Berufsgruppen-bedingte Überstunden, aber Projektabhängig",3.0,,5.0,,3.0,,5.0,TOP,,,3.0,,4.0,"Neben einem festen Arbeitsplatz in Doppelbüros sind Projektbüros, Telefonbüros und Meetingräume vorhanden,je nach Aufgabe wählbar",4.0,"neben täglichen kurzen Abstimmungsmeetings finden monatliche Büromeetings statt, in denen über Ergebnisse, Erfolge etc. informiert wirddirekte Einbindung in Geschäftsentwicklung vorhanden",5.0,Wiedereinstieg problemlos,5.0,
26,dr. odin gmbh,Nein,Ja,12,1.7,2020-06-19T00:00:00+00:00,"4,4",Angestellte/r oder Arbeiter/in,Produktion gearbeitet.</span></div>,Familienunternehmen mit gelebten Werten,,,,,,,,,,,4.0,,4.0,,3.0,,5.0,Weiterbildung flexibel möglich,4.0,Es geht immer mehr,4.0,,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,
27,dr. odin gmbh,Nein,Ja,12,1.7,2020-05-19T00:00:00+00:00,"4,8",Angestellte/r oder Arbeiter/in,,Familienunternehmen seit 20 Jahren und nun auch fortgeführt durch die nächste Generation,,,,Tolle Reaktion auf die Situation.Reiseverbot zum Schutz der Mitarbeiter wurde umgehend ausgesprochen und wird von den Mandanten auch exzellent akzeptiert,Keine Punkte,,Optimale Unterstützung geboten.Kein Verbesserungsbedarf. Transparente Kommunikation wird geführt.,,,,5.0,Familiär arbeiten mit modernsten Technologien,4.0,Etabliert auf dem Markt und das hauptsächlich durch Empfehlungen,4.0,Verbesserungspotenziale erkennbar,5.0,Weiterbildungsfinanzierung wurde mir angeboten,5.0,"Könnte immer mehr sein,kann mich aber absolut nicht beschweren",5.0,,5.0,,5.0,,5.0,,5.0,,5.0,In Gesprächsrunden via Teams wird sich täglich getroffen,5.0,,5.0,
28,dr. odin gmbh,Nein,Ja,12,1.7,2018-11-15T00:00:00+00:00,"1,9",Ex-Angestellte/r oder Arbeiter/in,,Bewertung Senior-Consulting,,,,,,,,,,,2.0,,2.0,,1.0,,2.0,,1.0,,1.0,,5.0,,2.0,,1.0,,1.0,,2.0,,2.0,,3.0,
29,The Solving Company GmbH,Ja,Ja,2,0.31,2013-01-14T00:00:00+00:00,"4,2",Angestellte/r oder Arbeiter/in,,viel gelernt,,,,,,,,"viel gelernt, methodisch sehr gut und bei Kunden einen tollen Ruf als pragmatisch arbeitendes Unternehmen, das umsetzbare Problemlösungen liefert","Berater sind viel unterwegs, man trifft sich nicht so oft im Büro, das ist schade",,4.0,,5.0,,4.0,,4.0,,4.0,,3.0,,5.0,,5.0,,4.0,,5.0,,3.0,,5.0,,5.0,
30,The Solving Company GmbH,Ja,Ja,2,0.31,2011-05-06T00:00:00+00:00,"4,4",Angestellte/r oder Arbeiter/in,,Karrierechancen excellent,,,,,,,,,,,4.0,,5.0,,5.0,,4.0,,4.0,,5.0,,4.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,
31,Fuchs&Krötenheerdt,Nein,Nein,,,2015-12-22T00:00:00+00:00,"4,7",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung gearbeitet.</span></div>,Guter Arbeitgeber mit Zukunft,,,,,,,,Kreative Prozesse beim Generationswechsel in Firmen,Parkplatzsituation,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,
32,Stadtwerke Saarbrücken Consulting GmbH,Nein,Ja,3,0.7,2017-10-25T00:00:00+00:00,"2,2",Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,Noch ein langer Weg zu einem modernen Unternehmen,,,,,,,,,,,2.0,,1.0,,2.0,,1.0,,2.0,,2.0,,5.0,,4.0,,1.0,,3.0,,2.0,,3.0,,1.0,
33,Stadtwerke Saarbrücken Consulting GmbH,Nein,Ja,3,0.7,2017-07-16T00:00:00+00:00,"4,9",Angestellte/r oder Arbeiter/in,,Toller Arbeitgeber,,,,,,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,
34,SK - RiskConsulting,Nein,Nein,,,2014-04-15T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,Äusserst positiv finde ich die...,,,,,,,,Äusserst positiv finde ich die Spezialisierungsmöglichkeiten im Bereich Solvency II. Hierdurch können umfangreiche Erfahrungen ausgebaut und intensiviert werden.,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,Positiv:* geht auf individuelle Wünsche ein* hohe Flexibilität (auch fachlich)* Zusammenarbeit mit KundenWeniger Positiv:* Arbeit bei Projektabschluss am Wochenende* Spannungsfeld Perfektionismus Pragmatismus,5.0,,5.0,,5.0,,5.0,
35,disquom funktechnik GmbH,Nein,Ja,13,1.99,2013-05-18T00:00:00+00:00,"3,0",Ex-Angestellte/r oder Arbeiter/in,,Zur damaligen Zeit waren keine eindeutigen...,,,,,,,,Zur damaligen Zeit waren keine eindeutigen Strukturen in der Firma vorhanden,,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,
36,Cim-Base GmbH,Ja,Ja,12,1.18,2019-06-18T00:00:00+00:00,"1,4",Ex-Angestellte/r oder Arbeiter/in,,Einmal und nie wieder,,,,,,,,,,,1.0,Angst wo immer man hinschaut,1.0,,1.0,,1.0,,1.0,,1.0,,4.0,,1.0,,1.0,Unterirdisch,1.0,,1.0,Befehl ans Anordnung,1.0,,3.0,
37,Cim-Base GmbH,Ja,Ja,12,1.18,2019-05-27T00:00:00+00:00,"1,8",Ex-Angestellte/r oder Arbeiter/in,,Wer belogen werden will ist hier richtig,,,,,,,,nichts,Viele leere Versprechungen auf der Homepage die nicht gehalten werden. anstatt der 10 Mitarbeiter ist es quasi eine one-man show,,2.0,Es ist niemand mehr da. Es wurde allen gekündigt.,2.0,"Mittlerweile total schlecht. Wer nicht liefert und nur kassiert, fliegt halt irgendwann mal bei den Kunden raus.",2.0,Kein Urlaub ohne Anruf oder SMS vom Vorgesetzten.,1.0,,2.0,,1.0,Er ist sich selbst der nächste. Hauptsache er bekommt Geld. Dafür geht er über Leichen,2.0,Zu den damals noch vorhandenen Kollegen war und ist das Verhältnis sehr gut.Mit dem Rest will man nichts mehr zu tun haben,2.0,,1.0,"So was habe ich noch nie erlebt. Wer meint sein Vorgesetzter wäre schlecht, der soll sich diesen mal geben. Wer die Probezeit übersteht, war schon wirklich lange da",2.0,"Büromöbel uralt. Alte Rechner, schlecht IT-Landschaft. Es wurde nie wirklich investiert.",2.0,keine klaren AnweisungenAn Lösungsvorschlägen wird nur rumgemeckert.,2.0,,2.0,
38,Cim-Base GmbH,Ja,Ja,12,1.18,2019-03-01T00:00:00+00:00,"2,2",Ex-Angestellte/r oder Arbeiter/in,,Neustart?,,,,,,,,Interessante und abwechslungsreiche Aufgaben.,Veraltete Strukturen und Ideen.,Mitarbeitern zuhören und Vorschläge umsetzen.,3.0,,1.0,"Frustrierte Mitarbeiter haben die Firma verlassen... Was uns gelungen ist, ist der neustart mit motivierten Kollegen, die wissen, dass sie die Zukunft der Firma aktiv mitgeatlten können!",3.0,,1.0,,1.0,,1.0,,5.0,,4.0,,1.0,,1.0,,1.0,,1.0,,5.0,
39,Cim-Base GmbH,Ja,Ja,12,1.18,2017-07-17T00:00:00+00:00,"3,7",Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,Veränderungen zum Positiven,,,,,,,,Nette Kolleginnen und Kollegen. Vielfältige und interessante Aufgaben.,Kommunikation geht manchmal aneinander vorbei.,Büro/täglichen Arbeitsplatz aufwerten.,4.0,,3.0,,3.0,,3.0,,3.0,,3.0,,5.0,,4.0,,4.0,,3.0,,4.0,,4.0,,5.0,
40,Cim-Base GmbH,Ja,Ja,12,1.18,2017-06-20T00:00:00+00:00,"4,7",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung gearbeitet.</span></div>,"Als ""Neuer"" gut aufgenommen",,,,,,,,"Als neuer Mitarbeiter wurde im sehr gut aufgenommen und konnte mich schnell integrieren. Toll finde ich den Austausch im Kollegenkreis.Jeder hat die jederzeit die Chance, interessante Dinge zu tun.Man bekommt von Anfang an die Möglichkeit, Verantwortung zu übernehmen, was einem die Möglichkeit gibt, sich entsprechend seinen Stärken zu entwickeln.",,"Mehr gemeinsame Unternehmungen (z.B. Grillen, Kegelabende, etc.) wären schön.",5.0,Offener Umgang miteinander,5.0,,4.0,,4.0,,4.0,,5.0,,5.0,"Guter Kollegenzusammenhalt, jeder hilft jedem und wir lachen viel...",5.0,Bin selber über 50,4.0,,5.0,,5.0,Regelmäßige Projektmeetings und wir reden auch sonst miteinander,5.0,,5.0,Spannende Projekte mit interessanten Kunden
